排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
137,2464,盟立,TWSE,其他電子業,等回測或確認,49.2,100,157.5,145.25,43.05,19.87,2.24,55.04,125.76,0.24,,6.47,0.32,1,0,0,0,-44,-217,0,-135,-4169,-7895,-13104,0,0,-44,-217,0,0,0,-156,-732,6.63,337,-2467,-6909,-8009,-181,-4014,-7120,-11518,47.23,-3.99,-1.25,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
138,3532,台勝科,TWSE,半導體業,等回測或確認,48.9,100,471,438.75,23.71,15.76,-3.18,52.65,251.18,-0.18,596.2,7.53,0.21,6,1,9,13,155,286,12,-743,4192,5420,5654,321,5729,8035,9253,4,0,2698359000,-641,-814,43.11,-699,-889,-1999,-3069,-772,-894,-1799,-2356,62.24,14.05,15.02,外資持股5/10日下降，且外資5日賣超；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉；估值高且成長不足以支撐
139,3016,嘉晶,TWSE,半導體業,等回測或確認,48.8,100,116,105,41.17,27.87,10.6,31.18,329.36,0.35,282.93,6.84,0.43,1,0,0,0,0,0,0,-437,218,-3719,3135,0,0,0,0,0,0,0,-118,-114,5.89,-289,557,-2320,5216,-418,335,-3607,3171,46.29,-6.73,-3.33,當下除權息調整價未守20日EMA
140,2838,聯邦銀,TWSE,金融保險業,等回測或確認,48.6,100,20.9,20.78,-2.49,25.18,,91.93,,0.35,14.82,1.13,5.07,3,0,107,107,107,171,0,-1216,-7214,-5647,-6322,-11,-78,-68,-18,0,4,-1630200,-155,-37,4.25,-1094,-5611,-4892,-6436,-1089,-6981,-5542,-6093,37.1,-7.33,-15.38,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
141,6438,迅得,TWSE,其他電子業,等回測或確認,48.6,100,154.5,148,-3.13,11.99,11.12,44.54,178.15,1.76,28.3,2.25,3.24,1,0,0,0,0,0,0,19,-197,-600,397,0,0,0,0,0,0,0,5,-132,6.79,-32,-103,-384,559,11,-202,-468,356,47.93,-0.61,2.32,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
142,3481,群創,TWSE,光電業,等回測或確認,48.4,100,57.3,53.55,17.25,16.11,2.25,40.84,145.85,0.2,520.91,2.02,1.75,15,104,322,371,859,1450,70,2865,-16610,-70175,-380129,1134,-4992,-4920,36603,4,1,-286041600,-3455,-13350,21.19,1406,-1545,-49283,-306703,-8,-8163,-51905,-404123,46.26,-6.43,-12.12,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
143,9921,巨大,TWSE,運動休閒,等回測或確認,48.4,100,88,87.65,15.98,-10.5,-1.53,48.26,167.76,-0.51,220,1,2.05,2,0,0,0,0,-17,0,73,1929,893,844,-1,-2,131,312,0,2,-176000,84,61,27.59,-594,1327,-52,-356,5,1847,701,488,71.64,13.75,18.76,短線過熱或乖離過大；估值高且成長不足以支撐
144,1717,長興,TWSE,化學工業,等回測或確認,47.6,100,70.8,65.5,16.21,8.32,5.22,52.21,169.15,0.37,47.84,2.88,1.41,4,6,7,8,11,232,0,-583,-14525,10221,14712,-2,-6,696,1316,1,3,-424800,-881,619,11.35,733,-10814,14324,13700,-546,-13637,8907,13877,44.51,-4.41,-7.69,當下除權息調整價未守20日EMA
145,2375,凱美,TWSE,電子零組件業,等回測或確認,46.8,100,164.5,149,18.39,8.62,6.01,33.33,175.11,0.78,50,1.79,0.73,1,0,0,0,0,0,0,455,1622,-1179,-1059,0,0,0,0,0,0,0,-216,-445,11.89,241,847,-1016,-643,471,1837,-734,-473,41.28,-12.12,-14.32,當下除權息調整價未守20日EMA
146,3035,智原,TWSE,半導體業,等回測或確認,46.6,100,203.5,187.25,26.57,-50.61,3.7,31.04,227.18,0.4,108.24,3.88,0.88,4,0,0,1,3,4,0,132,-620,1656,7235,0,1,2,3,1,0,203500,-11,301,12.66,-65,-2210,-236,8123,184,-610,1354,8584,47.16,-2.93,-5.79,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
147,6719,力智,TWSE,半導體業,等回測或確認,46.6,100,244,226.75,-3.56,-4.78,18.44,15.94,1465.57,2.1,33.98,1.8,1.89,2,0,0,0,0,10,0,0,-39,-952,1835,0,0,0,10,0,0,0,-143,-187,6.99,23,53,-849,1195,0,102,-768,1745,44.71,-7.27,-11.91,累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA
148,3576,聯合再生,TWSE,光電業,等回測或確認,46.3,100,17.7,16.95,-9.51,-24.09,-86.65,48.61,146.42,1.07,42.14,2.2,,1,0,0,0,0,0,0,6502,31791,20431,-15444,0,0,0,0,0,0,0,34,22,12.93,6482,31757,20408,-15495,6482,31757,20408,-15494,52.68,2.54,10.28,累計營收負成長且當月改善不足；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
149,8039,台虹,TWSE,電子零組件業,等回測或確認,46.3,100,199.5,195.75,-6.57,2.45,6.06,32.91,245.15,0.65,84.18,4.96,1,2,0,0,0,-264,-248,0,1013,17614,15604,17599,0,1053,789,805,1,0,210073500,845,672,22.99,610,16400,16590,16993,678,15716,14144,16562,72.71,25.89,42.5,短線過熱或乖離過大；高波動且5日漲幅過大；估值高且成長不足以支撐
150,2409,友達,TWSE,光電業,等回測或確認,45.8,100,27.65,26.05,13.83,-1,-0.92,57.02,111.83,-0.15,86.41,1.4,1.45,9,69,111,107,213,-824,0,-7363,19205,-43115,69956,55,64,184,-871,3,2,1769600,-3053,-7663,10.92,-8464,10313,-48385,59257,-8450,22194,-35637,67151,48.88,-3.45,-6.43,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
151,2208,台船,TWSE,航運業,等回測或確認,45.3,100,20.75,20.17,14.86,-30.71,-3.8,85.17,110.85,0.07,,3.6,,1,0,0,0,0,-609,0,-425,495,-300,-2090,0,0,0,-609,0,0,0,-256,39,7.52,-443,751,-338,-1225,-443,751,-339,-1508,58.22,5.4,2.47,外資持股趨勢資料不足或期間有非市場異動
152,4968,立積,TWSE,半導體業,等回測或確認,44,100,104,100.75,-1.09,5.31,2.14,23.34,416.64,0.58,35.14,3.42,1.54,2,0,0,1,6,26,0,-305,-790,-502,499,0,1,6,26,1,0,104000,-40,-59,3.75,-158,-871,-911,-440,-297,-750,-447,505,36.78,-6.59,-8.37,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
153,2352,佳世達,TWSE,電腦及週邊設備業,等回測或確認,42.9,100,31.35,29.92,-0.62,1.03,1.34,71.52,114.51,0.2,50.56,1.69,3.19,6,0,-100,-100,22613,44220,0,-565,-11702,-16827,-1744,0,-100,22613,44220,0,1,-3135000,-157,2,7.94,-1652,-13177,-34325,-32389,-697,-11445,-39443,-45870,49.71,-1.3,-8.87,20日累積後5日轉為調節；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
154,5222,全訊,TWSE,半導體業,等回測或確認,42.3,93,121.5,116.75,-4.97,-15.18,17.42,21.97,225.11,0.22,64.97,4.6,2.06,2,0,0,0,4,13,0,-179,-217,93,203,0,0,4,13,0,0,0,4,22,3.91,-87,-40,-139,286,-185,-221,67,158,47.04,-1.39,-2.02,累計營收負成長且當月改善不足；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
155,2515,中工,TWSE,建材營造,等回測或確認,40.7,100,13,12.48,-14.32,32.15,4.95,64.22,235.82,0.16,27.08,0.91,3.85,1,40,23,23,23,21,0,-8143,-10445,-2166,6119,-5,-32,-39,-48,0,4,-416000,-291,40,8.24,-7126,-7004,9,6669,-7011,-10121,-2165,6211,44.14,-3.66,-8.45,當下除權息調整價未守20日EMA
156,9914,美利達,TWSE,運動休閒,等回測或確認,37.5,72,84.2,86.55,-5.51,-15.29,5.21,43.46,142.15,1.09,22.76,1.26,3.33,1,0,17,28,172,333,28,-134,1177,-200,1727,-1,25,171,331,4,1,2105000,258,315,23.17,-273,493,-1010,609,-251,894,-686,1058,,,,累計營收負成長且當月改善不足
157,5522,遠雄,TWSE,建材營造,等待轉強,73.8,100,69.4,69.3,2513.5,792.74,26.72,56.07,173.09,1.76,7.34,1.14,7.93,6,12,3,119,386,-1925,0,363,2125,1786,-7623,11,597,866,-1528,4,1,41431800,92,69,4.53,246,1728,1731,-1962,337,1436,851,-4736,53.26,2.34,8.44,中期趨勢仍向下；20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
158,6214,精誠,TWSE,資訊服務業,等待轉強,73.3,100,140,138,76.9,37,4.94,47.39,168.59,2.64,14.68,2,4.29,7,0,-3,-7,-4,272,0,343,3102,4360,1909,0,218,221,497,1,2,30520000,18,3,13.61,331,2422,3726,967,338,2867,4138,1430,54.9,2.03,3.7,ETF短中期同步減碼；20日累積後5日轉為調節；20日趨勢尚未上彎
159,6177,達麗,TWSE,建材營造,等待轉強,72.2,100,48,48.28,1322.16,667.77,43.14,72.12,139.8,3.53,6.43,1.78,6.25,2,0,0,-15,-15,1891,0,395,2024,1458,359,50,223,223,2128,2,1,10704000,55,18,6.72,369,1224,820,-2130,334,1746,1216,-2751,61.99,4.17,6.19,ETF短中期同步減碼；20日累積後5日轉為調節；20日趨勢尚未上彎
160,2451,創見,TWSE,半導體業,等待轉強,70.7,100,247.5,232.75,381.55,422.17,71.8,29.58,288.26,18.93,8,4.07,4.76,19,205,404,812,1662,2593,10,-1034,-2333,-2637,-18548,204,809,1663,2569,4,1,200227500,4,6,10.69,-959,-926,-339,-15484,-1204,-3144,-4304,-20939,37.69,-7.69,-1,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
161,6414,樺漢,TWSE,電腦及週邊設備業,等待轉強,69.7,100,400,403,56.97,23.33,5.37,62.87,127.12,5.15,18.59,2.22,3.45,9,-14,-17,-20,-25,-3172,0,439,1754,4136,6893,56,160,155,-3112,2,2,64000000,-712,-1087,44.54,517,2309,5059,11264,523,2307,5069,11357,59.76,4.38,-0.99,ETF短中期同步減碼；ETF 1/3日已轉為減碼
162,3006,晶豪科,TWSE,半導體業,等待轉強,69.5,100,220,198.75,328.35,242.62,31.03,35.71,300.12,7.22,26.16,4.79,0.45,5,-9,-12,-14,-180,-80,0,-3510,9140,5489,5621,-10,-17,-1556,-1757,1,3,-3740000,-544,-632,35.19,-3214,9978,8355,8800,-3367,9702,7679,8005,48.39,-2.38,2.09,ETF短中期同步減碼；ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA
163,6770,力積電,TWSE,半導體業,等待轉強,69.4,100,76.5,69.05,68.75,37.81,104.82,44.07,311.73,3.36,43.22,3.36,,9,205,209,-620,-597,1227,-665,59355,75760,28939,-44663,12160,10461,8204,13603,1,4,800266500,5749,4660,17.34,43039,45023,9047,244567,43776,59549,16075,-66075,54.99,3.81,7.44,ETF短中期同步減碼；20日累積後5日轉為調節；主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
164,8271,宇瞻,TWSE,半導體業,等待轉強,68.8,100,187.5,190.25,200.65,251.11,32.85,58.38,158.13,14.54,9.14,3.8,2.37,3,-5,-5,164,632,669,0,195,-45,-810,-3224,-5,164,632,669,2,1,30750000,79,88,7.77,105,203,127,-3403,128,-287,-1528,-3969,44.44,-2.68,3.59,中期趨勢仍向下；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
165,2606,裕民,TWSE,航運業,等待轉強,68.3,100,63.6,61.8,35.52,26.3,25.38,54.72,192.33,1.17,12.21,1.32,4.4,10,-13,-59,-120,85,-1585,53,-27,3792,9195,24547,-14,-123,-463,-3086,1,4,-7822800,-131,-102,17.86,-84,3979,9672,27332,0,4046,9760,27546,51.26,0.91,0.95,中期趨勢仍向下；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
166,2347,聯強,TWSE,電子通路業,等待轉強,67.5,100,87.3,86.4,135.45,77.39,2.67,67.19,132.14,1.77,15.18,1.85,4.81,27,-2064,-727,-361,17781,16158,-19,1057,11078,-3386,-6601,-2129,-1252,15910,14124,4,1,-109299600,-4151,-4067,28.16,-63,12089,-17287,-19880,3082,16481,-15231,-17398,45.83,-2.17,-2.02,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
167,2603,長榮,TWSE,航運業,等待轉強,67.3,100,200,200.75,30.01,-2.44,10.34,35.3,161.2,3.84,8.74,0.74,8,31,-267,-316,-1074,154,-2040,144,2501,19193,29293,29926,-376,-2401,-2354,-6026,0,5,-480200000,899,1172,20.06,1120,10570,20144,36383,2739,20696,30475,45317,52.04,1.67,2.04,中期趨勢仍向下；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎
168,3033,威健,TWSE,電子通路業,等待轉強,67.3,100,54.2,49.18,54.45,26.2,3.41,78.5,137.52,1.52,20.61,2.46,3.84,3,0,0,-5,-26,-697,0,-1672,11148,12466,19681,0,-6,-26,-698,0,1,-325200,133,38,25.49,-2656,9901,11242,18335,-1479,11020,12452,20233,65.96,6.89,9.27,ETF短中期同步減碼；當下除權息調整價未守20日EMA
169,8131,福懋科,TWSE,半導體業,等待轉強,67.3,100,76.6,70.3,60.87,40.86,16.12,16.39,507.35,0.96,38.69,2.69,1.31,4,1,-9,-8,-5,-3,0,-765,1816,7729,2932,1,-8,-5,-3,2,1,-612800,-140,-126,5.86,-443,1558,8340,3693,-444,1966,7861,3376,53.32,2.01,2.13,ETF短中期同步減碼；當下除權息調整價未守20日EMA
170,3005,神基,TWSE,電腦及週邊設備業,等待轉強,66.9,100,113.5,111.5,28.59,7.54,13.51,48.07,174.1,1.74,13.93,3.02,5.98,15,-722,-401,-222,-4649,-9930,29,404,4561,5534,4309,-746,-584,-5376,-10712,3,2,-66284000,445,804,13.5,1032,5153,8785,14482,1127,4698,10103,15271,62.05,5.15,5.58,ETF短中期同步減碼；ETF 1/3日已轉為減碼
171,2812,台中銀,TWSE,金融保險業,等待轉強,65.4,100,20.25,20.38,16.56,22.61,,90.8,,0.4,13.06,1.3,5.23,6,-8,-23,-66,-91,-131,0,7733,9319,40743,63819,-14,-82,-42,-78,0,5,-1660500,234,-214,8.7,7643,9943,32363,54167,7660,9168,41000,63813,54.48,0.38,-1.7,ETF短中期同步減碼；ETF 1/3日已轉為減碼
172,8112,至上,TWSE,電子通路業,等待轉強,65.3,100,85.8,83.05,231.17,153.98,3.1,81.61,145.57,3.91,10.34,2.45,4.43,9,-1135,-1035,-1064,9457,20855,-1114,-3248,-4719,-13322,-31576,-1135,-1064,9458,20856,1,3,-91291200,-314,-557,12.57,-1749,1701,-8521,-37306,-2090,-3341,-22223,-49596,42.89,-4.1,0.47,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
173,3665,貿聯-KY,TWSE,其他電子業,等待轉強,65.2,100,1955,1825,63.79,33.97,14.9,45.52,223.16,11.66,39.46,8.18,0.78,37,88,429,448,403,4186,391,-10,435,1088,-1156,373,570,1235,2393,3,2,1114350000,-1,-27,53.57,-112,573,809,-2017,-411,-134,-122,-3555,47.26,-0.55,2.89,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
174,2317,鴻海,TWSE,其他電子業,等待轉強,65.1,100,242.5,236.25,52.11,34.99,3.57,61.98,145.13,3.56,17.22,1.91,2.96,42,-635,1642,2710,13524,19710,132,6987,13081,-34172,-203036,-1056,-666,7168,6415,2,3,-161505000,2641,-690,39.9,8061,14185,-32546,-207537,6699,11105,-40653,-209066,44.46,-1.6,2.11,中期趨勢仍向下；投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
175,9938,百和,TWSE,其他,等待轉強,64,100,46.6,46.5,21.21,0.03,12.89,53.72,118.79,0.87,13.55,1.08,6.44,3,0,0,-16,-41,1647,0,531,1345,986,1569,0,-16,-41,1647,0,1,-745600,-22,2,9.3,394,893,1049,-179,541,1382,1025,-469,60.75,2.75,1.08,ETF短中期同步減碼；20日累積後5日轉為調節
176,6206,飛捷,TWSE,電腦及週邊設備業,等待轉強,63.8,100,125,120.25,26.29,24.61,28.09,19.03,419.58,2.51,17.53,3.22,4.4,7,149,149,147,137,111,149,13,-1237,-471,261,149,146,136,107,1,1,18250000,-38,-18,15.11,-203,-1422,-1052,-282,-124,-1346,-590,194,42.81,-3.48,-7.06,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
177,6196,帆宣,TWSE,其他電子業,等待轉強,63,100,590,555,120.99,39.48,8.25,69.23,128.63,5.08,37.58,7.44,1.09,13,61,65,-926,-860,-682,-921,291,972,961,1458,60,-933,-865,-728,2,3,-550470000,96,16,17.6,228,1869,1741,2020,205,1809,1809,2092,62.37,6.56,8.06,ETF短中期同步減碼；投信5/10日持續且具金額意義的賣超
178,2323,中環,TWSE,光電業,等待轉強,62.6,100,10.95,10.38,38.84,16.06,6.21,33.28,277.29,-0.41,5.02,0.64,1.83,1,0,-100,-100,-100,-44,0,-779,-5338,1748,15125,0,-100,-100,-44,0,1,-1095000,-972,-292,11.54,-1122,-5184,1595,11705,-381,-4265,2141,15189,49.48,-2.04,-3.1,ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
179,3515,華擎,TWSE,電腦及週邊設備業,等待轉強,62.5,100,207.5,202.5,47.6,4.43,7.22,50.15,185.85,4.14,13.09,2.27,5.3,3,0,0,0,3,74,0,-144,805,532,222,0,0,2,73,0,0,0,6,5,8.01,-233,828,784,682,-150,799,526,346,36.1,-5.82,-1.19,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
180,1773,勝一,TWSE,化學工業,等待轉強,62.4,100,181.5,176.5,20.49,18.72,23.35,32.56,133.33,2.02,25.03,4.59,2.2,2,0,-3,-3,-1,1,0,201,498,1139,896,-1,-6,-2,-2,0,4,-1089000,-8,23,8.13,184,637,1382,1264,183,512,1118,894,55.7,2.9,3.71,ETF短中期同步減碼；20日累積後5日轉為調節
181,2301,光寶科,TWSE,電腦及週邊設備業,等待轉強,62,100,218,201.25,36.98,25.08,9.44,58.11,141.92,1.66,32.06,5.61,2.29,25,-2304,-1839,-1848,-3880,-28290,0,-572,296,8635,3812,-2428,-3098,-6353,-33350,1,4,-675364000,972,2313,41.27,581,1940,9448,33372,1192,2422,12676,34518,51.22,0.51,1.87,ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
182,2393,億光,TWSE,光電業,等待轉強,62,100,69.5,67.55,10.58,3.16,7.41,31.13,236.99,0.91,16.59,1.5,6.47,13,281,269,-102,-2045,-3576,298,444,-3441,-4543,-7863,281,-102,-2046,-3578,1,4,-7089000,1255,1246,28.37,-1038,-4527,-3469,-5438,-931,-4594,-3742,-5505,52.2,0.75,-1.56,ETF短中期同步減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
183,6670,復盛應用,TWSE,運動休閒,等待轉強,61.8,100,263,261.25,7.85,9.91,14.94,33.72,249.05,6.96,12.76,2.17,6.08,7,0,-4,-105,-192,3003,0,151,337,571,694,0,-276,-443,2869,0,4,-72588000,-129,-127,23.41,256,691,1043,-1557,305,741,1141,-1456,49.32,0.18,1.74,中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
184,3231,緯創,TWSE,電腦及週邊設備業,等待轉強,61.4,100,146.5,142.25,53.85,94.01,3.44,81.27,120.01,3.06,14.69,2.45,3.75,40,-3472,-1963,-985,13616,73651,238,3764,703,-28683,-112313,-6615,-7567,7201,66066,2,3,-1108565500,1297,-6243,25.8,15535,39926,1603,-139832,10653,6972,-29641,-173559,41.99,-3.71,0,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
185,2915,潤泰全,TWSE,貿易百貨,等待轉強,60.5,100,52.8,51.25,12.84,-22.99,-1.96,9.9,483.12,2.59,6.19,0.49,3.6,3,0,0,-2,-412,-780,0,-1061,-3916,-2557,-772,0,-2,-412,-780,0,1,-105600,233,237,4.86,-512,-3042,-8118,-7268,-1267,-4146,-2381,-98,61.01,2.7,2.33,ETF短中期同步減碼；外資持股5/10日下降，且外資5日賣超；2日內除權息，等待價格重置
186,6531,愛普*,TWSE,半導體業,等待轉強,60.5,100,909,819,59.48,94.68,28.01,22.86,396.63,4.15,92.38,12.53,0.77,20,116,204,209,252,901,206,-630,693,1220,-1551,250,28,-814,-873,2,3,25452000,-20,-133,28.99,-866,620,2096,-698,-867,687,2169,-766,45.85,-4.25,-1.84,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
187,2412,中華電,TWSE,通信網路業,等待轉強,60.4,100,136,139.25,11.4,7.83,21.85,24.9,164.38,1.3,27.04,2.66,3.82,34,-223,480,1380,17567,35325,829,13403,7272,-27930,-57308,-308,590,16100,32238,2,3,80240000,-11034,-10952,15.89,14630,16958,-35538,-83073,13609,17716,-33078,-81922,39.13,-1.93,-2.51,中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎
188,1101,台泥,TWSE,水泥工業,等待轉強,59.7,100,23.95,24.03,32.4,1.54,8.42,49.01,223.86,0.1,,0.76,3.34,8,0,-76,-76,-247,-257,0,13395,-22765,-40440,-153624,-17,-126,-280,-312,0,4,-3017700,-745,-1031,13.38,22718,11617,19172,-80906,13805,-21894,-39129,-151626,52.67,1.44,3.68,中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎
189,3653,健策,TWSE,電子零組件業,等待轉強,59.6,100,3395,3177.5,57.64,26.64,31.98,29.4,241.82,9.53,93.91,23.52,0.64,31,4,24,29,-6,119,-5,189,526,389,1575,208,59,-184,-945,1,4,200305000,20,31,27.05,-63,449,473,2349,-41,448,542,2490,46.82,-0.28,6.09,中期趨勢仍向下；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
190,3028,增你強,TWSE,電子通路業,等待轉強,59.6,93,73.1,68.5,65.62,93.18,5.4,79.69,121.64,3.05,14.31,2.72,4.1,2,0,5,5,13,263,0,-1328,-844,-2033,2292,0,5,13,262,1,1,365500,45,-72,12.58,-1314,-934,-1681,2369,-1336,-893,-1974,1980,43.57,-4.9,-1.35,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
191,2337,旺宏,TWSE,半導體業,等待轉強,59.3,100,136.5,125.25,216.09,128.76,18.46,38.35,233.04,0.9,,5.34,,14,17,41,61,447,-5083,30,-34287,-25632,-68029,-131287,13,2728,3165,-10489,5,0,372372000,2352,2319,25.3,-33628,-30584,-72007,-117289,-34404,-30714,-73515,-120547,42.4,-7.57,-1.44,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
192,2313,華通,TWSE,電子零組件業,等待轉強,59.1,100,235.5,212,20.96,13.2,9.92,49.86,156.65,1.26,41.53,5.99,1.19,17,19,-50,716,752,539,562,-5386,21087,7844,-16164,856,13800,13690,11405,5,0,3249900000,1058,-356,18.54,-6164,6966,-1828,-20538,-5941,6228,-5492,-26331,48.47,-0.44,5.13,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
193,3036,文曄,TWSE,電子通路業,等待轉強,59,100,196,190.25,188.09,114.03,2.01,83.24,116.9,5.32,13.9,2.2,3.98,24,-2812,-2240,-1968,-10297,-28701,145,-376,-1046,-9664,-24907,-2877,-2778,-12781,-35678,2,3,-544488000,-950,-352,27.81,2772,2727,4420,17390,2426,2682,3469,12465,27.57,-9.43,-6.89,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
194,1216,統一,TWSE,食品工業,觀察,58.9,100,79,79.55,4.6,3.29,5.86,70.13,88.34,1.15,21.35,3.1,3.8,28,1582,5277,6370,11352,67436,960,138,7161,37978,42880,1215,2380,3692,57313,5,0,188020000,4009,7225,31.33,-2026,4980,16736,-21191,-1702,774,27061,-22901,68.27,2.82,0.51,
195,2867,三商壽,TWSE,金融保險業,觀察,58.9,100,8.91,9.06,187.2,335.29,,95.07,,-0.03,63.64,0.67,,1,0,0,0,0,0,0,8999,27140,61795,67334,0,0,0,0,0,0,0,3023,5828,20.82,8266,62395,94142,56904,8266,24117,55967,53217,68.62,3.37,0.56,
196,2360,致茂,TWSE,其他電子業,等待轉強,58.8,100,1990,1867.5,73.02,90.6,40.45,47.77,158.31,9.12,62.76,30.4,0.98,43,308,466,364,427,-327,235,-439,13,113,379,686,-94,-1327,-4272,2,3,-187060000,-80,18,59.86,-1015,289,1448,4456,-1122,186,1421,4561,44.34,-3.62,7.28,中期趨勢仍向下；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
197,2609,陽明,TWSE,航運業,等待轉強,58.7,100,50.2,49.58,20.18,0.49,1.94,28.34,441.4,0.41,16.3,0.53,3.98,12,22,177,236,470,462,-13,2789,-12541,-4720,-840,16,211,447,427,4,1,10592200,-1790,-584,18.49,27863,11444,9712,10963,2850,-10961,-4582,-1667,46.6,-1.58,-4.02,中期趨勢仍向下；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
198,3209,全科,TWSE,電子通路業,等待轉強,58.7,100,60,57.2,170.41,44.35,2.85,75.99,128.79,1.52,16.71,2.69,4.17,2,-9,-11,-14,-17,-791,0,-219,-881,-1503,-2906,-9,-14,-17,-791,0,3,-840000,-18,-16,18.47,-274,-691,-1655,-2767,-209,-849,-1470,-2050,46.35,-1.13,4.9,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
199,2308,台達電,TWSE,電子零組件業,等待轉強,58.6,100,1905,1777.5,55.43,41.02,17.83,47.78,195.36,7.91,70.24,16.52,0.61,53,178,814,973,645,-1231,371,0,-1701,-7290,-32151,514,1046,582,-9786,5,0,1992630000,234,444,63.2,-733,-3957,-8817,-21947,-553,-2982,-8317,-20327,42.66,-3.65,1.06,中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
